id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,-453447.61389700003,147.33700000215322,1,4,0.5324421857387553,0.5325059702775202,0.977682779298284,0.901877225247886,3d gaze,714.5250167934694,-536.930416352778,14305.434603476915,-453447.61389700003 -453447.609977 -453447.594362 -453447.587476 -453447.581194 -453447.57701300003 -453447.570601 -453447.55869000003 -453447.548843 -453447.543169 -453447.53516100004 -453447.52711100003 -453447.51874 -453447.511146 -453447.50308 -453447.495121 -453447.485339 -453447.475139 -453447.46656000003
2,-453447.44277200004,87.62549998937175,5,8,0.5412260653869432,0.5341796001541008,0.9444189617158469,0.8334269205647017,3d gaze,1404.180648605052,-847.7436459603462,22186.452205027763,-453447.44277200004 -453447.43514300004 -453447.426985 -453447.418061 -453447.403126 -453447.3991345 -453447.39306150004 -453447.38905600004 -453447.384599 -453447.38056950003 -453447.37711700005 -453447.3730315 -453447.3650635 -453447.3598675 -453447.35514650005
3,-453446.702508,83.53800000622869,24,27,0.5097575193072971,0.5377855054775275,1.3473316126455623,0.8725016015373772,3d gaze,20.716232875369883,-60.16439287590702,1378.9416206232054,-453446.702508 -453446.695022 -453446.686952 -453446.679213 -453446.671193 -453446.662934 -453446.650004 -453446.645363 -453446.635161 -453446.62717600004 -453446.61897
4,-453446.411192,120.1289999880828,33,37,0.5129969934646817,0.4793929819074813,0.9028789448304557,0.8507739990053513,3d gaze,42.554100906919345,50.6017451700275,2126.6091166236224,-453446.411192 -453446.403102 -453446.395075 -453446.382853 -453446.3751 -453446.366715 -453446.359075 -453446.35094800004 -453446.342912 -453446.335161 -453446.326827 -453446.318938 -453446.311179 -453446.29915100004 -453446.29106300004
5,-453446.215205,85.38900001440197,39,41,0.5106025656092239,0.46705694565938605,0.45689167168720984,0.8563569782298647,3d gaze,22.911225541305658,53.390248740604015,1403.5534733095424,-453446.215205 -453446.20718 -453446.19894000003 -453446.190804 -453446.18321 -453446.175032 -453446.167126 -453446.159048 -453446.151084 -453446.14306000003 -453446.129816
6,-453446.1064865,81.56149997375906,42,44,0.47525062007734437,0.46842722966265443,0.9822985333792603,0.8558255201940613,3d gaze,48.33675052565239,-46.40444119084364,-1276.999119953407,-453446.1064865 -453446.10228600004 -453446.097998 -453446.094436 -453446.09108150005 -453446.087127 -453446.0831325 -453446.079143 -453446.075222 -453446.0712125 -453446.067218 -453446.062733 -453446.0582625 -453446.0526365 -453446.04882300005 -453446.0449885 -453446.040957 -453446.03695850004 -453446.032838 -453446.0288105 -453446.02492500003
7,-453445.5318345,92.28400001302361,59,62,0.49371683630702257,0.6039502908674115,1.007298308133037,0.895971322789036,3d gaze,43.75059250604206,617.6569087340035,-5133.443085033974,-453445.5318345 -453445.52527850005 -453445.52337400004 -453445.52112600004 -453445.51717500004 -453445.513134 -453445.50691600004 -453445.502784 -453445.495491 -453445.488221 -453445.484231 -453445.48023800005 -453445.4784695 -453445.47675750003 -453445.47384600004 -453445.470988 -453445.466931 -453445.4607935 -453445.4564455 -453445.45176950004 -453445.4481435 -453445.4434875 -453445.4395505
8,-453445.43447000004,99.26400001859292,62,65,0.5015963808510822,0.583344946274585,0.78819833717218,0.9016605448942894,3d gaze,7.67737862495975,-300.55033638409293,3123.0199965169313,-453445.43447000004 -453445.425759 -453445.418862 -453445.411115 -453445.403019 -453445.395067 -453445.38708300004 -453445.375034 -453445.36713800003 -453445.35904400004 -453445.35110900004 -453445.343087 -453445.335206
9,-453443.61501249997,114.19899994507432,117,120,0.542121117616919,0.5423910534511662,0.9034795296933867,0.8256824468318688,3d gaze,52.02979931222509,-39.436027673303194,804.3628915403102,-453443.61501249997 -453443.6090045 -453443.6049995 -453443.6001635 -453443.596133 -453443.593018 -453443.588964 -453443.5849715 -453443.581008 -453443.574588 -453443.570171 -453443.56613000005 -453443.56207750004 -453443.5586115 -453443.555162 -453443.5512045 -453443.54724700004 -453443.54316400003 -453443.539088 -453443.530451 -453443.52087300003 -453443.51776300004 -453443.514993 -453443.5129355 -453443.5108075 -453443.5077005 -453443.5040455 -453443.5008135
10,-453443.41987650003,105.49650003667921,122,126,0.4797096108534217,0.5831947367759791,0.8539372947756231,0.7806037142676284,3d gaze,-269.5427806097274,-779.4711500453601,8129.297104348285,-453443.41987650003 -453443.4159905 -453443.41272900003 -453443.4072115 -453443.4032095 -453443.399144 -453443.395091 -453443.3909425 -453443.3867785 -453443.38079950004 -453443.3748355 -453443.37298900005 -453443.37082 -453443.3668075 -453443.3611465 -453443.3571925 -453443.352121 -453443.3480865 -453443.34511700005 -453443.341074 -453443.337085 -453443.33312900004 -453443.3288825 -453443.3228935 -453443.31917200005 -453443.31438
11,-453442.63563200005,88.81550002843142,147,149,0.6498238055029857,0.6164365577341211,1.3810222154561986,0.8131846773376468,3d gaze,84.2819102967488,-49.156500906664476,365.7218909061645,-453442.63563200005 -453442.63362750004 -453442.63120500004 -453442.62714650005 -453442.6230735 -453442.61910949997 -453442.61515900004 -453442.6110845 -453442.6049745 -453442.601029 -453442.5971555 -453442.59308150003 -453442.589014 -453442.581012 -453442.57491900004 -453442.572039 -453442.5690165 -453442.56595150003 -453442.563075 -453442.55900450004 -453442.55507450004 -453442.55087700003 -453442.5468165
12,-453442.50881800003,159.97850004350767,150,155,0.5968587100707888,0.687206391358807,1.0903607252616405,0.866124858845527,3d gaze,78.16891183107364,-113.26353514442309,524.2887716598804,-453442.50881800003 -453442.5032425 -453442.494953 -453442.4923585 -453442.4884965 -453442.4830015 -453442.4791985 -453442.475193 -453442.4711795 -453442.4670845 -453442.46299050003 -453442.458568 -453442.4541285 -453442.449841 -453442.4462585 -453442.440209 -453442.4368005 -453442.432317 -453442.4283035 -453442.4219745 -453442.4171365 -453442.41389850003 -453442.411096 -453442.407382 -453442.403649 -453442.39913150005 -453442.395068 -453442.3907255 -453442.38638000004 -453442.38203850004 -453442.3772175 -453442.373881 -453442.37105 -453442.3671235 -453442.3632205 -453442.35887500003 -453442.35257550003 -453442.3488395
13,-453441.4168945,83.68899999186397,183,185,0.5693495536320143,0.5926261960521482,1.451062195601122,0.8227354621503136,3d gaze,90.12855631805563,-90.71489061915847,849.4978336925521,-453441.4168945 -453441.4128205 -453441.40712800005 -453441.4034765 -453441.39520100004 -453441.39115050004 -453441.387212 -453441.38323200005 -453441.379269 -453441.37522600003 -453441.37118250004 -453441.366375 -453441.3615735 -453441.358363 -453441.3551705 -453441.34714050003 -453441.3410380001 -453441.33718250005 -453441.33320550004
14,-453441.22311,155.99400002975017,188,193,0.49303797175425484,0.6011117449318336,0.8988440458538873,0.8355201020282333,3d gaze,-11.866924461022512,-129.2622004034085,1107.1385287670416,-453441.22311 -453441.2186 -453441.210417 -453441.203208 -453441.195169 -453441.18722200004 -453441.17407 -453441.166501 -453441.15901400003 -453441.150933 -453441.143232 -453441.13517 -453441.127194 -453441.11453 -453441.11108500004 -453441.103044 -453441.091199 -453441.08267800004 -453441.074987 -453441.067116
15,-453440.9708025,203.8665000582114,196,202,0.5287150450411084,0.5896551953473262,0.9577135771201627,0.86033652612728,3d gaze,72.197877604304,-169.72418638370746,1639.5995874856767,-453440.9708025 -453440.967071 -453440.9631165 -453440.9591725 -453440.95519999997 -453440.951237 -453440.94719900005 -453440.9431725 -453440.93916300003 -453440.93512700003 -453440.92914950004 -453440.9251425 -453440.9211545 -453440.91709 -453440.91305 -453440.9080605 -453440.903874 -453440.9008685 -453440.8970925 -453440.89301900007 -453440.88708300004 -453440.88322200003 -453440.8791305 -453440.875084 -453440.871146 -453440.867247 -453440.86314250005 -453440.859039 -453440.855107 -453440.851195 -453440.84702750004 -453440.83949250006 -453440.835553 -453440.8317865 -453440.827775 -453440.82487350004 -453440.82091999997 -453440.8170035 -453440.8128835 -453440.8089775 -453440.803053 -453440.798977 -453440.7950695 -453440.7911675 -453440.78712650004 -453440.7831035 -453440.779123 -453440.77518700005 -453440.7710695 -453440.76693599997
16,-453440.729144,138.33200000226498,204,208,0.4789170435915218,0.6473628118901164,1.028054193851596,0.8587657373581591,3d gaze,-94.75784845420571,-496.4715436957995,2919.493643228473,-453440.729144 -453440.72447500005 -453440.7187675 -453440.7143495 -453440.71079200006 -453440.70723450003 -453440.70314 -453440.6990435 -453440.69489399996 -453440.69076200004 -453440.68694549997 -453440.683167 -453440.679093 -453440.67304100003 -453440.6689485 -453440.6648915 -453440.66081000003 -453440.6568625 -453440.6528585 -453440.64732800005 -453440.64354 -453440.64106000005 -453440.635077 -453440.63114400004 -453440.6262675 -453440.621389 -453440.6180925 -453440.61479200004 -453440.61089899996 -453440.607015 -453440.603006 -453440.5988575 -453440.590812
17,-453440.507028,91.90499997930601,210,212,0.36173339949354805,0.5492159491134431,0.8781633449510337,0.9795082452397813,3d gaze,-265.12094788991476,-70.77872383338806,1245.4362948701582,-453440.507028 -453440.49872100004 -453440.490225 -453440.483086 -453440.474508 -453440.463192 -453440.453847 -453440.44699200004 -453440.438678 -453440.43106900004 -453440.422771 -453440.41512300004
18,-453440.34025400004,95.10150004643947,215,218,0.3659735826514694,0.5291700911960068,1.4873904771807955,0.799637173857278,3d gaze,145.78416695358624,24.176254956179587,-708.112327917171,-453440.34025400004 -453440.33511800005 -453440.332407 -453440.3291805 -453440.3251075 -453440.32107199996 -453440.316768 -453440.3128585 -453440.309243 -453440.3052045 -453440.29914450005 -453440.29512350005 -453440.2911455 -453440.2871705 -453440.28310700005 -453440.279044 -453440.274903 -453440.270764 -453440.2665815 -453440.2623995 -453440.2568025 -453440.2531575 -453440.2491595 -453440.2451525
19,-453440.23306800006,84.12800007499754,218,221,0.38617693334548303,0.534962897511718,1.3995851111085962,0.8446885232868947,3d gaze,141.7214629960463,32.75024760757525,-809.9103870485485,-453440.23306800006 -453440.22902950004 -453440.21903100004 -453440.21505650005 -453440.2110755 -453440.20644750004 -453440.20184650004 -453440.1984775 -453440.19511850004 -453440.19112800003 -453440.18714550004 -453440.1825635 -453440.177982 -453440.174548 -453440.169048 -453440.1639835 -453440.16006 -453440.156541 -453440.15251750004 -453440.14894
20,-453440.095033,83.88900000136346,222,225,0.44217655676116635,0.560747911356541,0.7189598934578105,0.8247729072027408,3d gaze,-84.42761321739074,-66.52289240577528,948.3681019450094,-453440.095033 -453440.08321400004 -453440.075121 -453440.06705 -453440.05767400004 -453440.051194 -453440.04323300003 -453440.035185 -453440.027186 -453440.018716 -453440.011144
21,-453439.901082,88.05999998003244,228,231,0.32430976355171814,0.4746123996486062,1.1787602740966137,0.8542388279892001,3d gaze,128.16823250150472,-13.875426823447468,-474.50170295593233,-453439.901082 -453439.8967535 -453439.89304550004 -453439.88885900006 -453439.88479650003 -453439.878955 -453439.8749385 -453439.8709955 -453439.867059 -453439.863088 -453439.8591385 -453439.85513599997 -453439.85115 -453439.846822 -453439.8424995 -453439.83645400003 -453439.832592 -453439.8287615 -453439.8250505 -453439.8209485 -453439.8169435 -453439.813022
22,-453439.67906900006,130.0895000458695,235,239,0.5017750279125558,0.5229481464964971,0.6113093332973819,0.7700497312673196,3d gaze,10.601166724147342,-172.1371590223287,6544.947327779852,-453439.67906900006 -453439.6751305 -453439.67114 -453439.6648965 -453439.660708 -453439.656734 -453439.652583 -453439.648068 -453439.6444075 -453439.641068 -453439.636958 -453439.6329825 -453439.627097 -453439.62316300004 -453439.6191475 -453439.6151265 -453439.61081700004 -453439.606518 -453439.602587 -453439.59866250004 -453439.59493200004 -453439.59120250004 -453439.58716900006 -453439.5811405 -453439.57702850003 -453439.57296950003 -453439.56905050005 -453439.5650815 -453439.56091600005 -453439.556394 -453439.552515 -453439.5489795
23,-453439.50721300003,140.0959999882616,240,244,0.6058899249041004,0.5988598983215659,1.3121448864229974,0.7992154033157455,3d gaze,103.41999345205174,-72.63937264819042,636.0693585200889,-453439.50721300003 -453439.495003 -453439.4801885 -453439.4761765 -453439.472108 -453439.46909250005 -453439.4634455 -453439.45716550003 -453439.454081 -453439.4502655 -453439.4469145 -453439.43902150006 -453439.4351755 -453439.431128 -453439.4271795 -453439.423234 -453439.41715650004 -453439.4125255 -453439.4089025 -453439.404921 -453439.4010615 -453439.39703500003 -453439.391359 -453439.38743450004 -453439.38517300005 -453439.381149 -453439.3711565 -453439.36711700005
24,-453439.13311450003,110.99000001559034,251,254,0.6569584564515353,0.6853409036976025,1.076112896294575,0.7972531500160532,3d gaze,135.09908657172295,-119.66898018175137,559.274994144466,-453439.13311450003 -453439.128756 -453439.122739 -453439.1191465 -453439.115025 -453439.110912 -453439.1070695 -453439.103226 -453439.0991575 -453439.0950925 -453439.0910455 -453439.0870085 -453439.08065150003 -453439.07660150004 -453439.07258050004 -453439.06891649996 -453439.0650755 -453439.060684 -453439.056629 -453439.05305550003 -453439.049102 -453439.045161 -453439.03919599997 -453439.0352325 -453439.031203 -453439.027174 -453439.0221245
25,-453438.97247050004,217.66199998091906,256,263,0.5239247575174198,0.5995067471971324,0.7688996922184556,0.830239986730337,3d gaze,50.217091516918046,-156.69225862421968,1362.87317979641,-453438.97247050004 -453438.968213 -453438.9660385 -453438.9630715 -453438.95993250003 -453438.9551685 -453438.95114300004 -453438.9471655 -453438.943201 -453438.93897 -453438.934765 -453438.9309445 -453438.92714200006 -453438.92314950004 -453438.91907299997 -453438.91309000005 -453438.909123 -453438.90514050005 -453438.9008875 -453438.89687399997 -453438.893086 -453438.8890965 -453438.885121 -453438.881176 -453438.8769125 -453438.87086150004 -453438.86716250004 -453438.863098 -453438.859107 -453438.855188 -453438.85126900004 -453438.84719850007 -453438.84312950005 -453438.83907950006 -453438.83504700003 -453438.8310455 -453438.82503350003 -453438.82094700006 -453438.81628300005 -453438.8123955 -453438.808724 -453438.804659 -453438.801061 -453438.79682000005 -453438.79281600006 -453438.78710350004 -453438.78308950004 -453438.7790275 -453438.774995 -453438.77099550003 -453438.7627035 -453438.758396 -453438.75480850006
26,-453438.75121250004,94.93999998085201,263,265,0.5223436144029876,0.6000007523915888,0.7813178130173007,0.846779944614977,3d gaze,55.94886835026846,-187.4851984681712,1622.8393609555583,-453438.75121250004 -453438.7471725 -453438.74089450005 -453438.73687799997 -453438.7329565 -453438.728942 -453438.725081 -453438.721075 -453438.71675500006 -453438.71276200004 -453438.70912 -453438.70311850007 -453438.6990845 -453438.69287350005 -453438.68666600005 -453438.6833565 -453438.68004450004 -453438.6775305 -453438.674997 -453438.67102 -453438.6670675 -453438.6609685 -453438.65627250005
27,-453438.648927,122.0084999804385,266,270,0.5333145020623721,0.6290994737918066,1.3426157910411556,0.8527888477741832,3d gaze,70.02113490033797,-203.6803462698123,1366.6964627656685,-453438.648927 -453438.6448915 -453438.64107700007 -453438.6328595 -453438.62883400003 -453438.6247685 -453438.61910350004 -453438.6152185 -453438.611191 -453438.607171 -453438.603162 -453438.5991505 -453438.5951505 -453438.5911605 -453438.58718200005 -453438.583211 -453438.57721400005 -453438.572958 -453438.56898950005 -453438.56486000004 -453438.5610715 -453438.5571425 -453438.5528765 -453438.54882 -453438.54509200004 -453438.5401875 -453438.53391 -453438.5306515 -453438.5269185
28,-453438.484421,217.22449996741489,271,277,0.4008630278703975,0.6280927122296348,1.1700574212685984,0.793716304385212,3d gaze,586.4565283636325,564.7971474336707,-3830.12222317504,-453438.484421 -453438.4803495 -453438.47702650004 -453438.472957 -453438.4689175 -453438.465095 -453438.461076 -453438.456944 -453438.4503095 -453438.445666 -453438.4412915 -453438.43751 -453438.4340715 -453438.43120700005 -453438.427127 -453438.423052 -453438.4191395 -453438.41522 -453438.411212 -453438.405149 -453438.3998985 -453438.39454300003 -453438.391703 -453438.3890475 -453438.38503650005 -453438.38089850004 -453438.37686200003 -453438.37092300004 -453438.364985 -453438.3630295 -453438.3590825 -453438.35516150005 -453438.35118700005 -453438.34721700003 -453438.343199 -453438.3391805 -453438.335175 -453438.3311695 -453438.327134 -453438.32111950003 -453438.31710900005 -453438.312937 -453438.308939 -453438.30481700005 -453438.30073950003 -453438.29692500003 -453438.29219350003 -453438.2882325 -453438.2831095 -453438.279218 -453438.2752215 -453438.27122450003 -453438.26719650003
29,-453438.171022,83.99700000882149,280,283,0.4741417788932674,0.5931357623133278,1.2791946038194733,0.7392752363687518,3d gaze,-109.78780605688856,-288.6970760093323,2698.688048188879,-453438.171022 -453438.1549985 -453438.14911750006 -453438.14512600005 -453438.143132 -453438.134939 -453438.127188 -453438.118464 -453438.111102 -453438.10278200003 -453438.09519 -453438.087025
30,-453438.019239,130.17299998318776,285,289,0.4532132824495074,0.4710917753710312,1.4538170825674894,0.8442110473806459,3d gaze,1011.2616039767245,-454.6491379054256,-13893.557646889383,-453438.019239 -453438.0152255 -453438.01117300004 -453438.003121 -453437.99884250003 -453437.9951095 -453437.989127 -453437.985171 -453437.97896750004 -453437.97470300004 -453437.97178150003 -453437.9680425 -453437.9610735 -453437.956935 -453437.95307050005 -453437.9471485 -453437.9431695 -453437.939149 -453437.9351285 -453437.9309655 -453437.92681950005 -453437.922956 -453437.9191055 -453437.91389 -453437.908676 -453437.90587550006 -453437.90098450007 -453437.893042 -453437.889066
31,-453437.491149,122.3434999701567,301,304,0.6025610887592773,0.6634629679415929,1.2663840436451055,0.8405070833692988,3d gaze,98.96378711362561,-118.52236075348628,628.0645268278334,-453437.491149 -453437.4870165 -453437.48112949997 -453437.477051 -453437.473028 -453437.46517950005 -453437.46112700005 -453437.45704350004 -453437.4468085 -453437.44280950003 -453437.4387515 -453437.432929 -453437.42712400004 -453437.42450950004 -453437.422469 -453437.4185185 -453437.4151185 -453437.4111695 -453437.4072265 -453437.40316850005 -453437.39714200003 -453437.39296900004 -453437.388929 -453437.3850835 -453437.3809445 -453437.37682400004 -453437.37295850005 -453437.36880550004
32,-453437.35896650003,103.859500028193,304,307,0.608481535612838,0.700458823663851,1.2703610207203373,0.904389429176873,3d gaze,104.74276907683705,-145.29931218816816,627.2444990561261,-453437.35896650003 -453437.355135 -453437.350015 -453437.344898 -453437.339041 -453437.33108900004 -453437.322421 -453437.311065 -453437.303174 -453437.29478 -453437.287136 -453437.279228 -453437.27118800004 -453437.262512 -453437.255107
33,-453437.04084050003,84.29100003559142,314,316,0.515521544705371,0.6729233329066671,1.498689979151827,0.8332167723583295,3d gaze,36.3456774016967,-315.00212271234244,1579.7874650183858,-453437.04084050003 -453437.03712550004 -453437.0330425 -453437.028878 -453437.0228685 -453437.018929 -453437.0149705 -453437.01101650007 -453437.0069885 -453437.00296300004 -453436.998805 -453436.9946115 -453436.990844 -453436.9871135 -453436.983155 -453436.9771775 -453436.9731515 -453436.969143 -453436.96513500006 -453436.9609405 -453436.9565495
34,-453436.9527185,217.90250000776723,316,323,0.5053922402525094,0.6690828052504124,0.49540889488870676,0.8995263033408758,3d gaze,15.665362263261127,-369.1582636953491,1890.6492949986425,-453436.9527185 -453436.94718200003 -453436.9432115 -453436.9388685 -453436.9344905 -453436.93073100003 -453436.92707800004 -453436.923082 -453436.919096 -453436.914806 -453436.9105125 -453436.9068125 -453436.9031035 -453436.89905650006 -453436.89306150004 -453436.88911 -453436.885151 -453436.881082 -453436.8770705 -453436.8730875 -453436.869075 -453436.86484449997 -453436.8607695 -453436.853909 -453436.848803 -453436.84455050004 -453436.840367 -453436.83741150005 -453436.8343335 -453436.8306005 -453436.827011 -453436.8230925 -453436.819192 -453436.8152 -453436.80908100004 -453436.805027 -453436.80103900004 -453436.795996 -453436.792068 -453436.7890955 -453436.78461900004 -453436.780633 -453436.77675950003 -453436.7708065 -453436.767192 -453436.76321 -453436.759228 -453436.7551685 -453436.75110500003 -453436.7470355 -453436.74295950006 -453436.7389185 -453436.734816
35,-453436.7301065,215.92849993612617,323,330,0.5064529600686162,0.6684672245449294,0.7994936794633677,0.8703449509799457,3d gaze,20.422471735489722,-401.14323911333514,2061.1766707362935,-453436.7301065 -453436.724126 -453436.72034450003 -453436.716407 -453436.712953 -453436.7089795 -453436.7050825 -453436.700859 -453436.696574 -453436.69177300006 -453436.68493750005 -453436.680974 -453436.6779 -453436.6748425 -453436.670983 -453436.667135 -453436.6630325 -453436.658936 -453436.65446700004 -453436.650024 -453436.643539 -453436.64001950005 -453436.6359105 -453436.6329485 -453436.62902700005 -453436.62499000004 -453436.6210805 -453436.6170535 -453436.6130265 -453436.6088635 -453436.606702 -453436.598794 -453436.59116400004 -453436.583039 -453436.574387 -453436.567124 -453436.555264 -453436.54717100004 -453436.538971 -453436.522962 -453436.51726500003 -453436.51417800004
36,-453435.63922,80.08400001563132,355,357,0.5278609455757642,0.600844054770056,1.3364858126033423,0.8489216302804871,3d gaze,72.14808552041775,-196.984443437362,1691.8419806279958,-453435.63922 -453435.6331615 -453435.6289845 -453435.6226395 -453435.6184115 -453435.6167005 -453435.613118 -453435.60921200004 -453435.60522450006 -453435.6009775 -453435.59496400005 -453435.591206 -453435.587154 -453435.5831335 -453435.57913950004 -453435.575177 -453435.56713700003 -453435.559136
37,-453435.46886,100.34400003496557,360,363,0.6024281554056978,0.47490097816182436,1.2881884442960747,0.8076372985758604,3d gaze,129.65651891611043,23.61777926249572,824.8477979506443,-453435.46886 -453435.4628935 -453435.4589025 -453435.450396 -453435.4463395 -453435.442497 -453435.4406965 -453435.43713800004 -453435.433143 -453435.426878 -453435.4225965 -453435.41883750004 -453435.415088 -453435.411089 -453435.40709500003 -453435.40314 -453435.39515550004 -453435.391121 -453435.38714450004 -453435.381191 -453435.3762185 -453435.37156550004 -453435.368516
38,-453435.045133,84.12599994335324,374,376,0.525919809452856,0.46048000981319265,1.434929580259084,0.8776429131239689,3d gaze,83.62745301352477,96.79775588567949,2128.7703619195763,-453435.045133 -453435.041183 -453435.037185 -453435.03315200005 -453435.029019 -453435.024892 -453435.0209185 -453435.01706600003 -453435.013104 -453435.00710600003 -453435.00312300003 -453434.9990065 -453434.99489750003 -453434.9909495 -453434.987007 -453434.98307950003 -453434.9751985 -453434.971243 -453434.96718150005 -453434.96100700006
39,-453434.78419050004,155.09850002126768,381,386,0.5249722162229322,0.47774358767437886,0.5485786940492646,0.8436760960516623,3d gaze,79.91106415208732,53.557362412588176,2081.294131672123,-453434.78419050004 -453434.7799795 -453434.77708100004 -453434.7719255 -453434.76797000004 -453434.7650395 -453434.760961 -453434.755064 -453434.751115 -453434.7469885 -453434.7428605 -453434.738993 -453434.73485500005 -453434.7260675 -453434.720783 -453434.71756150003 -453434.71213550004 -453434.7089025 -453434.7049115 -453434.7011035 -453434.6971105 -453434.6930435 -453434.6884415 -453434.684549 -453434.681138 -453434.677065 -453434.6709095 -453434.666782 -453434.66143900005 -453434.65610150003 -453434.6534195 -453434.650738 -453434.64578849997 -453434.640839 -453434.6379975 -453434.6351655 -453434.629092
40,-453434.1889935,91.89750003861263,399,403,0.5751893541137284,0.580320931212021,1.4906546305356223,0.8383109663839605,3d gaze,99.0391626720906,-79.7088715233386,858.1548887807112,-453434.1889935 -453434.1850525 -453434.180899 -453434.176913 -453434.1730645 -453434.16704 -453434.162989 -453434.1590575 -453434.15514200006 -453434.1511005 -453434.1471055 -453434.14311 -453434.1391555 -453434.1350535 -453434.130957 -453434.1270115 -453434.1210645 -453434.116942 -453434.111884 -453434.1079505 -453434.105001 -453434.097096
41,-453434.09302200004,152.37650007475168,403,408,0.5836647222164322,0.5705839092105025,1.1796384398795807,0.8531060055413703,3d gaze,104.9371050621183,-66.42226273183662,815.9603147754102,-453434.09302200004 -453434.0891 -453434.08242700004 -453434.077799 -453434.0732755 -453434.06876 -453434.06593000004 -453434.0631105 -453434.05911400006 -453434.0551025 -453434.0511485 -453434.047214 -453434.041158 -453434.037123 -453434.0329655 -453434.028944 -453434.0245085 -453434.020382 -453434.016328 -453434.0092305 -453434.0045045 -453434.0025485 -453433.99793250003 -453433.9951675 -453433.991157 -453433.9831665 -453433.979183 -453433.9749545 -453433.970726 -453433.966902 -453433.96307349997 -453433.958682 -453433.9525275 -453433.94748950005 -453433.9436425 -453433.94064549997
42,-453433.1391915,216.43550001317635,431,438,0.5603800793662169,0.6846060320427115,0.9370148713252267,0.8509509091526702,3d gaze,86.6970840024767,-198.99486239764659,933.4700329247912,-453433.1391915 -453433.1348025 -453433.1312175 -453433.1271795 -453433.11866649997 -453433.1126045 -453433.107946 -453433.1040545 -453433.10109300003 -453433.097054 -453433.09310399997 -453433.089026 -453433.0850935 -453433.080996 -453433.074944 -453433.07111150003 -453433.067087 -453433.0630985 -453433.05915750004 -453433.055223 -453433.051215 -453433.047226 -453433.043108 -453433.03897600004 -453433.0330255 -453433.029135 -453433.02497350005 -453433.02089000004 -453433.017048 -453433.01317050005 -453433.007739 -453433.0035485 -453433.00067850004 -453432.996799 -453432.99106100004 -453432.98708850006 -453432.983091 -453432.97909300006 -453432.97504150006 -453432.97100500006 -453432.96704950003 -453432.9630905 -453432.95901600004 -453432.954947 -453432.947107 -453432.938938 -453432.931101 -453432.922756
